iter	RMSE
1515	0.4532730359
1516	0.4532619789
1517	0.4532477805
1518	0.4532295398
1519	0.4532112186
1520	0.4531974758
1521	0.4531839848
1522	0.4531732589
1523	0.4531637887
1524	0.4531567373
1525	0.4531469415
1526	0.453136111
1527	0.4531217993
1528	0.4531059616
1529	0.4530966056
1530	0.4530814802
1531	0.453073448
1532	0.4530640902
1533	0.4530508742
1534	0.4530459839
1535	0.453029769
1536	0.4530204967
1537	0.4530099757
1538	0.4529971352
1539	0.452989274
1540	0.4529778144
1541	0.4529635906
1542	0.4529521767
1543	0.4529415003
1544	0.4529332457
1545	0.4529199819
1546	0.4529114718
1547	0.4529028099
1548	0.4528880685
1549	0.4528739384
1550	0.4528620031
1551	0.4528444987
1552	0.4528264869
1553	0.4528194249
1554	0.452803605
1555	0.4527827543
1556	0.4527776013
1557	0.4527653725
1558	0.4527573388
1559	0.4527459345
1560	0.452734784
1561	0.4527240355
1562	0.4527079766
1563	0.4526930854
1564	0.4526831416
1565	0.4526736348
1566	0.4526547061
1567	0.4526372569
1568	0.4526240058
1569	0.4526116895
1570	0.4525992348
1571	0.4525870794
1572	0.4525772483
1573	0.4525698982
1574	0.4525608631
1575	0.4525518424
1576	0.4525403882
1577	0.4525214084
1578	0.4525099532
1579	0.4524952177
1580	0.4524857961
1581	0.4524777086
1582	0.4524649653
1583	0.452460859
1584	0.4524513275
1585	0.4524302333
1586	0.4524108451
1587	0.4523966439
1588	0.4523757322
1589	0.452364905
1590	0.4523433052
1591	0.4523262273
1592	0.4523096696
1593	0.4522987832
1594	0.452289633
1595	0.4522730821
1596	0.4522635242
1597	0.4522562336
1598	0.4522364715
1599	0.4522226074
1600	0.4522124316
1601	0.4522012882
1602	0.4521898195
1603	0.4521831937
1604	0.4521671168
1605	0.4521550875
1606	0.452140203
1607	0.4521197417
1608	0.4521068171
1609	0.4520911877
1610	0.4520728698
1611	0.452059929
1612	0.4520472613
1613	0.4520320437
1614	0.4520209384
1615	0.45200991
1616	0.4519960054
1617	0.4519799469
1618	0.4519600624
1619	0.4519484442
1620	0.4519390646
1621	0.4519236515
1622	0.4519135732
1623	0.4518994862
1624	0.4518836861
1625	0.4518708013
1626	0.4518601641
1627	0.4518455872
1628	0.451837866
1629	0.4518286587
1630	0.4518218935
1631	0.4518104173
1632	0.45179409
1633	0.4517776719
1634	0.451770666
1635	0.451757502
1636	0.4517455564
1637	0.4517353681
1638	0.4517232718
1639	0.451714093
1640	0.4516993724
1641	0.4516939787
1642	0.4516779182
1643	0.4516648816
1644	0.4516540268
1645	0.4516387899
1646	0.4516277754
1647	0.4516177821
1648	0.4515945764
1649	0.4515863436
1650	0.4515675899
1651	0.4515464717
1652	0.4515324147
1653	0.451512059
1654	0.4515014885
1655	0.4514872215
1656	0.4514797136
1657	0.4514575193
1658	0.4514495229
1659	0.4514398466
1660	0.4514278005
1661	0.4514165926
1662	0.4514104345
1663	0.4513849334
1664	0.4513799266
1665	0.4513680527
1666	0.451354774
1667	0.4513444382
1668	0.4513344876
1669	0.451325358
1670	0.4513065029
1671	0.45129372
1672	0.4512702915
1673	0.4512539995
1674	0.4512467061
1675	0.4512372278
1676	0.4512315879
1677	0.4512096179
1678	0.4512046624
1679	0.4511955959
1680	0.4511901868
1681	0.4511732072
1682	0.4511654326
1683	0.4511552184
1684	0.4511393224
1685	0.4511247791
1686	0.4511163926
1687	0.4511053362
1688	0.4510957894
1689	0.4510844928
1690	0.4510725454
1691	0.4510604028
1692	0.4510468761
1693	0.4510358726
1694	0.4510235896
1695	0.4510061996
1696	0.4509943103
1697	0.4509882299
1698	0.4509801429
1699	0.4509752216
1700	0.4509651255
1701	0.4509614724
1702	0.4509479611
1703	0.4509292054
1704	0.4509184738
1705	0.4509077654
1706	0.4508943492
1707	0.4508836023
1708	0.4508736895
1709	0.450854777
1710	0.4508447524
1711	0.4508333777
1712	0.4508238832
1713	0.4508087574
1714	0.4507977435
1715	0.4507877688
1716	0.4507747476
1717	0.4507645921
1718	0.4507560057
1719	0.450742158
1720	0.4507260169
1721	0.4507095344
1722	0.450696538
1723	0.4506890272
1724	0.4506804211
1725	0.4506632246
1726	0.4506572813
1727	0.450652955
1728	0.4506398057
1729	0.450630324
1730	0.4506226817
1731	0.4506092049
1732	0.4505992816
1733	0.4505785305
1734	0.4505624874
1735	0.4505446616
1736	0.4505360295
1737	0.4505240693
1738	0.4505100065
1739	0.4504940846
1740	0.4504807069
1741	0.4504711474
1742	0.4504606394
1743	0.4504477726
1744	0.4504407388
1745	0.4504362033
1746	0.4504226384
1747	0.4504167412
1748	0.4504114767
1749	0.4503962629
1750	0.450376638
1751	0.4503695098
1752	0.4503493005
1753	0.4503361405
1754	0.4503291296
1755	0.450317026
1756	0.4503136381
1757	0.4503009147
1758	0.4502875458
1759	0.4502790215
1760	0.4502612011
1761	0.4502497127
1762	0.4502406669
1763	0.450230168
1764	0.4502178326
1765	0.4502077133
1766	0.4502036627
1767	0.4501907998
1768	0.4501872428
1769	0.450171458
1770	0.4501644264
1771	0.4501573259
1772	0.450138719
1773	0.4501133112
1774	0.4501010442
1775	0.4500880951
1776	0.4500779256
1777	0.4500557596
1778	0.4500477674
1779	0.4500325973
1780	0.4500198831
1781	0.4500083565
1782	0.4500002298
1783	0.4499883138
1784	0.4499799303
1785	0.4499763262
1786	0.4499661794
1787	0.4499451569
1788	0.4499368516
1789	0.4499234627
1790	0.4499119371
1791	0.4498982953
1792	0.4498826402
1793	0.4498749199
1794	0.4498530541
1795	0.4498448952
1796	0.4498339602
1797	0.4498230866
1798	0.449811304
1799	0.4498028207
1800	0.4497946784
1801	0.4497856111
1802	0.4497723353
1803	0.4497689638
1804	0.4497524838
1805	0.4497415045
1806	0.4497284416
1807	0.4497129823
1808	0.4497040506
1809	0.4496840833
1810	0.4496722617
1811	0.4496610079
1812	0.4496560607
1813	0.4496458913
1814	0.4496418036
1815	0.4496305447
1816	0.4496204625
1817	0.4496103216
1818	0.4496013919
1819	0.4495915941
1820	0.4495697367
1821	0.4495561199
1822	0.4495465776
1823	0.4495308487
1824	0.4495271931
1825	0.4495194658
1826	0.4495039621
1827	0.4494953908
1828	0.4494815121
1829	0.4494687823
1830	0.44945464
1831	0.4494438992
1832	0.4494226069
1833	0.4494046123
1834	0.4493964719
1835	0.4493884284
1836	0.449371982
1837	0.4493666729
1838	0.4493542967
1839	0.449348132
1840	0.4493314515
1841	0.4493221925
1842	0.4493101752
1843	0.4493031587
1844	0.4492934136
1845	0.4492834667
1846	0.4492770983
1847	0.4492652131
1848	0.4492503651
1849	0.4492420507
1850	0.4492227488
1851	0.4492099824
1852	0.4492028935
1853	0.4491899326
1854	0.4491835744
1855	0.4491736704
1856	0.4491648267
1857	0.4491587059
1858	0.4491482983
1859	0.4491423966
1860	0.449135361
1861	0.4491172909
1862	0.4491036877
1863	0.4490915391
1864	0.4490777254
1865	0.4490632298
1866	0.4490580797
1867	0.4490476689
1868	0.4490355063
1869	0.4490306329
1870	0.4490190636
1871	0.449006749
1872	0.4489901082
1873	0.44898043
1874	0.4489718399
1875	0.4489625292
1876	0.4489566603
1877	0.4489436446
1878	0.4489368004
1879	0.4489306364
1880	0.4489166208
1881	0.4489081919
1882	0.4488933019
1883	0.4488842612
1884	0.448871255
1885	0.4488631874
1886	0.4488481344
1887	0.4488416997
1888	0.4488294917
1889	0.4488162237
1890	0.4488075724
1891	0.4487953961
1892	0.4487887991
1893	0.4487811225
1894	0.4487672855
1895	0.4487570046
1896	0.4487490053
1897	0.4487393969
1898	0.4487295271
1899	0.4487142922
1900	0.4486985832
1901	0.448690324
1902	0.4486818185
1903	0.4486779177
1904	0.4486662421
1905	0.4486494909
1906	0.4486368284
1907	0.4486319623
1908	0.4486195896
1909	0.4486112911
1910	0.4486003532
1911	0.4485905785
1912	0.44857922
1913	0.4485679621
1914	0.4485446009
1915	0.4485373057
1916	0.4485332558
1917	0.4485230914
1918	0.4485096458
1919	0.4484946499
1920	0.4484793237
1921	0.448470119
1922	0.4484631816
1923	0.4484523498
1924	0.4484386109
1925	0.4484314132
1926	0.4484148475
1927	0.4484077755
1928	0.4483992303
1929	0.4483884668
1930	0.448376694
1931	0.4483660418
1932	0.4483579563
1933	0.4483512865
1934	0.4483350995
1935	0.4483248527
1936	0.4483120097
1937	0.4482930144
1938	0.4482802715
1939	0.4482662567
1940	0.4482616145
1941	0.4482537124
1942	0.4482407759
1943	0.4482310592
1944	0.4482185639
1945	0.4482030293
1946	0.4481908021
1947	0.4481806987
1948	0.4481744933
1949	0.4481638703
1950	0.4481384637
1951	0.4481303045
1952	0.4481207056
1953	0.448110167
1954	0.44810141
1955	0.448084935
1956	0.4480743169
1957	0.4480560085
1958	0.4480487958
1959	0.4480378423
1960	0.4480294905
1961	0.4480222347
1962	0.4480123029
1963	0.4480009779
1964	0.447993576
1965	0.4479802812
1966	0.4479710349
1967	0.4479542159
1968	0.4479426507
1969	0.4479340801
1970	0.4479254663
1971	0.4479167458
1972	0.4479115814
1973	0.4478934665
1974	0.4478845925
1975	0.4478679667
1976	0.4478548209
1977	0.4478418368
1978	0.4478307166
1979	0.4478200309
1980	0.4478086126
1981	0.4477935748
1982	0.4477894875
1983	0.4477861015
1984	0.4477740184
1985	0.4477627958
1986	0.4477537776
1987	0.4477440009
1988	0.4477348118
1989	0.4477241826
1990	0.4477111582
1991	0.4477003884
1992	0.4476915832
1993	0.4476801302
1994	0.4476720766
1995	0.4476614347
1996	0.4476514593
1997	0.4476383245
1998	0.4476258235
1999	0.4476167062
