iter	RMSE
425	0.4795740596
426	0.4795299333
427	0.4794896489
428	0.479438319
429	0.4793932298
430	0.479354455
431	0.4793226681
432	0.4792887273
433	0.4792125182
434	0.4791590566
435	0.4791104124
436	0.4790705635
437	0.4790203821
438	0.4789571336
439	0.4789139192
440	0.4788719186
441	0.4788344348
442	0.4787761304
443	0.4787315175
444	0.4787124824
445	0.4786752448
446	0.4786336244
447	0.4786098428
448	0.4785592024
449	0.4785218919
450	0.4784820952
451	0.4784451569
452	0.4784009458
453	0.4783582982
454	0.4783038941
455	0.4782424933
456	0.4782171894
457	0.4781943913
458	0.4781670311
459	0.4781356102
460	0.4780847996
461	0.4780371657
462	0.4779968392
463	0.477936435
464	0.4778871994
465	0.4778542696
466	0.4778240131
467	0.4777676675
468	0.4777276821
469	0.4776658469
470	0.4776199004
471	0.4775627504
472	0.4775311719
473	0.4774859999
474	0.4774588847
475	0.4774333793
476	0.4773982673
477	0.4773569622
478	0.4773282931
479	0.47727522
480	0.4772486082
481	0.4772098757
482	0.4771710242
483	0.4771146574
484	0.4770750786
485	0.4770141902
486	0.4769589098
487	0.4768999235
488	0.4768706545
489	0.4768282601
490	0.4767758886
491	0.4767337056
492	0.4766695207
493	0.4765928065
494	0.4765201681
495	0.476468523
496	0.4764167699
497	0.476378059
498	0.4763314344
499	0.4762618721
500	0.4762269137
501	0.4761891359
502	0.476121008
503	0.476093206
504	0.4760572982
505	0.476036203
506	0.4759513875
507	0.4759122983
508	0.4758688404
509	0.4758083672
510	0.4757342032
511	0.475693332
512	0.4756567693
513	0.4756205098
514	0.4755802619
515	0.4755467817
516	0.4754981984
517	0.4754487969
518	0.4754022067
519	0.4753558121
520	0.475313208
521	0.475282355
522	0.4752004792
523	0.4751437453
524	0.4750761286
525	0.4750299451
526	0.4749744742
527	0.4749539041
528	0.4749178719
529	0.4748662454
530	0.4748346693
531	0.4747700011
532	0.4747388785
533	0.4746972329
534	0.4746660938
535	0.4746407876
536	0.4745846827
537	0.4745437838
538	0.4745180449
539	0.4744842835
540	0.4744320177
541	0.4743836358
542	0.4743241123
543	0.4743038324
544	0.4742600316
545	0.4742237408
546	0.4741901569
547	0.4741703776
548	0.4741399054
549	0.4740825442
550	0.4740476813
551	0.4739935365
552	0.4739443043
553	0.4738925335
554	0.473868646
555	0.473826551
556	0.4737933683
557	0.4737510039
558	0.4737282627
559	0.4737007084
560	0.4736664224
561	0.4736408153
562	0.4736097204
563	0.4735585201
564	0.4734962605
565	0.4734692025
566	0.4734451648
567	0.4734067709
568	0.473374207
569	0.473328212
570	0.4732824852
571	0.473247417
572	0.4732102705
573	0.473185268
574	0.473152583
575	0.4731345766
576	0.4730992432
577	0.4730471546
578	0.4730097183
579	0.4729719752
580	0.4729562479
581	0.4729319933
582	0.4728753386
583	0.4728433832
584	0.4728033894
585	0.4727813059
586	0.4727349728
587	0.4727144097
588	0.4726710594
589	0.4726322816
590	0.4725809831
591	0.4725480828
592	0.4725216615
593	0.4724961785
594	0.4724711706
595	0.4724492671
596	0.4724049529
597	0.4723529674
598	0.4723116657
599	0.4722849761
600	0.4722575134
601	0.4722400216
602	0.4722185602
603	0.4721935467
604	0.472151823
605	0.4721341268
606	0.4720967676
607	0.4720559619
608	0.4720301036
609	0.4719920088
610	0.4719645091
611	0.47192815
612	0.4719102787
613	0.4718716163
614	0.471832714
615	0.4718068384
616	0.4717586417
617	0.4717211404
618	0.4716777201
619	0.4716577066
620	0.4716295975
621	0.4715974197
622	0.4715611448
623	0.4714992202
624	0.471453537
625	0.4714339519
626	0.4713845336
627	0.4713391124
628	0.4713013933
629	0.471280887
630	0.4712284814
631	0.4711859529
632	0.4711524317
633	0.4711336439
634	0.4710874475
635	0.4710559052
636	0.4710150705
637	0.4709767684
638	0.470956044
639	0.4709298726
640	0.4709044613
641	0.4708760231
642	0.4708510731
643	0.4708302513
644	0.4708011283
645	0.4707562638
646	0.4707280591
647	0.4707041039
648	0.4706846988
649	0.4706587444
650	0.4706323476
651	0.470600697
652	0.4705657721
653	0.4705345798
654	0.4705129284
655	0.4704810153
656	0.4704427538
657	0.470421514
658	0.4703733295
659	0.4703190106
660	0.4702760976
661	0.4702416259
662	0.4702194858
663	0.4701927545
664	0.4701586828
665	0.4701318913
666	0.4700856156
667	0.4700579719
668	0.470034029
669	0.4700035553
670	0.4699775232
671	0.4699318041
672	0.4699010475
673	0.4698731482
674	0.4698339381
675	0.4698100159
676	0.4697793221
677	0.4697607392
678	0.4697315007
679	0.4697029978
680	0.4696695907
681	0.4696460574
682	0.4696112452
683	0.4695778285
684	0.4695524204
685	0.4695230304
686	0.4694995199
687	0.4694711687
688	0.469443558
689	0.4694182326
690	0.4693866706
691	0.4693595277
692	0.4693210604
693	0.4692930894
694	0.4692655659
695	0.469244321
696	0.4691956165
697	0.4691733282
698	0.4691454017
699	0.4691242999
700	0.4690897572
701	0.4690669679
702	0.4690260852
703	0.4690093124
704	0.4689899084
705	0.4689475236
706	0.4689186714
707	0.4688908208
708	0.4688688885
709	0.4688372479
710	0.4688026924
711	0.4687609354
712	0.4687148796
713	0.4686553956
714	0.4686217264
715	0.4686009586
716	0.4685746226
717	0.4685436951
718	0.4685245349
719	0.4684936276
720	0.4684641023
721	0.4684500609
722	0.4684022838
723	0.4683858002
724	0.4683595934
725	0.4683400674
726	0.468312444
727	0.4682758875
728	0.4682537274
729	0.4682223112
730	0.4681896207
731	0.4681561323
732	0.4681368927
733	0.4681107829
734	0.4680677241
735	0.4680118022
736	0.4679728151
737	0.4679468496
738	0.4679167383
739	0.4678814515
740	0.4678544142
741	0.4678294986
742	0.4678010008
743	0.4677926134
744	0.4677574939
745	0.467734127
746	0.4676912129
747	0.4676623732
748	0.467637526
749	0.4676079678
750	0.467563684
751	0.4675273546
752	0.4675077428
753	0.4674678594
754	0.4674306576
755	0.4673950982
756	0.4673711247
757	0.4673495866
758	0.4673272588
759	0.4673032883
760	0.4672820968
761	0.4672513233
762	0.4672172894
763	0.4671798404
764	0.4671600687
765	0.4671366189
766	0.4671068602
767	0.4670742378
768	0.4670526652
769	0.4670357936
770	0.4670087526
771	0.4669910977
772	0.4669674934
773	0.4669431074
774	0.4669194369
775	0.4669077354
776	0.4668861781
777	0.4668550177
778	0.4668231593
779	0.466807494
780	0.4667751888
781	0.4667523981
782	0.4667261938
783	0.466705209
784	0.466681294
785	0.4666422925
786	0.4666276578
787	0.4666059066
788	0.4665828311
789	0.4665604962
790	0.4665305724
791	0.4665095
792	0.4664804928
793	0.4664548288
794	0.4664334392
795	0.4663965107
796	0.4663778843
797	0.4663475655
798	0.4663122443
799	0.466276335
800	0.4662493998
801	0.4662293848
802	0.4662009376
803	0.4661744504
804	0.466157385
805	0.4661384553
806	0.4661106193
807	0.4660790149
808	0.4660353831
809	0.4660014047
810	0.4659729337
811	0.4659646161
812	0.4659301572
813	0.4659124269
814	0.4658904662
815	0.4658591927
816	0.4658386624
817	0.465801129
818	0.4657750427
819	0.4657510159
820	0.4657316025
821	0.4657031286
822	0.4656695512
823	0.4656376727
824	0.4656196486
825	0.4656036574
826	0.465551179
827	0.4655256958
828	0.465513068
829	0.4654927528
830	0.4654637941
831	0.4654387599
832	0.4653888364
833	0.4653690644
834	0.4653472782
835	0.4653279233
836	0.4652991845
837	0.4652855415
838	0.4652602501
839	0.4652365326
840	0.4652118474
841	0.4651816131
842	0.4651527689
843	0.4651317535
844	0.465111196
845	0.4650856146
846	0.4650724153
847	0.4650393949
848	0.4650171966
849	0.4649919773
850	0.4649735521
851	0.4649572452
852	0.4649377068
853	0.4649207752
854	0.464896384
855	0.4648771499
856	0.464858743
857	0.4648407183
858	0.4648186346
859	0.4648039544
860	0.4647836184
861	0.4647646992
862	0.4647399729
863	0.4647221719
864	0.4646991049
865	0.4646708854
866	0.4646389354
867	0.4646060268
868	0.4645779869
869	0.464529288
870	0.4645047629
871	0.46447099
872	0.4644517605
873	0.464430609
874	0.4644144168
875	0.464391733
876	0.4643637977
877	0.4643452378
878	0.4643217812
879	0.4643020199
880	0.4642666064
881	0.464229227
882	0.4642151367
883	0.4641937304
884	0.4641760732
885	0.4641587978
886	0.464131546
887	0.464106654
888	0.4640755629
889	0.4640509086
890	0.4640261202
891	0.4639870449
892	0.4639651427
893	0.4639474406
894	0.4639303442
895	0.4639119031
896	0.4638971451
897	0.4638746126
898	0.4638598318
899	0.4638431065
900	0.4638107276
901	0.4637944228
902	0.4637756808
903	0.4637580393
904	0.4637337167
905	0.4636999106
906	0.46368763
907	0.4636556095
908	0.4636393415
909	0.4636235846
910	0.4636040318
911	0.4635876489
912	0.4635589994
913	0.4635285922
914	0.4635103689
915	0.4634898696
916	0.4634712461
917	0.4634509149
918	0.4634169447
919	0.4633933955
920	0.4633779685
921	0.4633637231
922	0.4633441975
923	0.4633093893
924	0.4632911093
925	0.4632768299
926	0.4632535682
927	0.4632323613
928	0.463201084
929	0.4631885142
930	0.463180042
931	0.4631646842
932	0.4631375545
933	0.4631167306
934	0.4631042516
935	0.4630879834
936	0.4630703422
937	0.4630492487
938	0.4630215772
939	0.4629983329
940	0.4629698976
941	0.4629563572
942	0.4629441943
943	0.462918361
944	0.4629057186
945	0.4628775645
946	0.4628638832
947	0.4628498101
948	0.4628375293
949	0.4628202426
950	0.4627951483
951	0.4627749589
952	0.4627544297
953	0.462734328
954	0.4627161446
955	0.4627051336
956	0.4626850659
957	0.4626711613
958	0.4626581274
959	0.4626479854
960	0.4626375006
961	0.4626218602
962	0.462608523
963	0.4625981931
964	0.4625900377
965	0.4625748998
966	0.4625496487
967	0.4625414134
968	0.4625299454
969	0.4625143251
970	0.4624967203
971	0.4624832076
972	0.4624597619
973	0.4624416385
974	0.4624237804
975	0.4623969517
976	0.4623643943
977	0.4623430317
978	0.462312715
979	0.4622863076
980	0.4622664822
981	0.4622453496
982	0.4622331914
983	0.462213126
984	0.4621956014
985	0.4621816675
986	0.4621693155
987	0.4621447045
988	0.4621232545
989	0.4620922448
990	0.4620600786
991	0.4620346442
992	0.4620149271
993	0.4619939348
994	0.4619723539
995	0.4619443436
996	0.4619248455
997	0.4618938104
998	0.4618819648
999	0.4618588724
1000	0.4618410934
1001	0.4618285691
1002	0.4617937776
1003	0.4617801518
1004	0.4617650011
1005	0.4617444526
1006	0.4617249748
1007	0.4617053989
1008	0.461690521
1009	0.461676503
1010	0.4616521963
1011	0.4616350319
1012	0.4616045975
1013	0.4615767679
1014	0.4615661105
1015	0.4615542083
1016	0.4615392531
1017	0.4615232438
1018	0.4615043319
1019	0.4614673487
1020	0.4614518926
1021	0.4614395964
1022	0.4614215862
1023	0.4613950664
1024	0.4613712448
1025	0.4613394989
1026	0.461325374
1027	0.4613116755
1028	0.4612915637
1029	0.4612717843
1030	0.4612487427
1031	0.4612160941
1032	0.4611882226
1033	0.461149199
1034	0.4611251299
1035	0.4611119537
1036	0.4610821479
1037	0.4610553574
1038	0.4610364102
1039	0.4610206958
1040	0.4610053131
1041	0.4609924563
1042	0.4609812918
1043	0.4609710319
1044	0.4609508851
1045	0.4609225499
1046	0.4609030402
1047	0.4608770582
1048	0.4608537488
1049	0.4608391181
1050	0.4608284616
1051	0.4608107273
1052	0.4607882785
1053	0.4607676079
1054	0.460749381
1055	0.4607372576
1056	0.4607177604
1057	0.4606844597
1058	0.4606599915
1059	0.4606370194
1060	0.4606203142
1061	0.4606091359
1062	0.4605892582
1063	0.4605705643
1064	0.4605576504
1065	0.4605430428
1066	0.4605227053
1067	0.4605088015
1068	0.4604844526
1069	0.4604530424
1070	0.4604388011
1071	0.4604222906
1072	0.4604076166
1073	0.460383694
1074	0.4603538942
1075	0.460331754
1076	0.4603172156
1077	0.4602964585
1078	0.4602786768
1079	0.4602592221
1080	0.4602394022
1081	0.4602117129
1082	0.4601985084
1083	0.4601814584
1084	0.4601658126
1085	0.4601526224
1086	0.4601317813
1087	0.4601201142
1088	0.4601075378
1089	0.4600784273
1090	0.4600638676
1091	0.460046558
1092	0.4600317897
1093	0.4600171057
1094	0.4599993644
1095	0.4599856156
1096	0.4599642568
1097	0.4599537654
1098	0.459940531
1099	0.4599214661
1100	0.4599088307
1101	0.4598826637
1102	0.4598612388
1103	0.4598478482
1104	0.459823788
1105	0.4597876214
1106	0.459766251
1107	0.4597458984
1108	0.4597184967
1109	0.4597045605
1110	0.4596872551
1111	0.4596588923
1112	0.4596458143
1113	0.4596321078
1114	0.4596031445
1115	0.4595816103
1116	0.4595561879
1117	0.459537568
1118	0.4595235991
1119	0.4595087559
1120	0.4594926416
1121	0.4594809462
1122	0.4594664066
1123	0.4594448233
1124	0.4594284287
1125	0.4594118593
1126	0.4594014377
1127	0.4593889363
1128	0.4593772868
1129	0.4593585861
1130	0.4593400117
1131	0.4593189956
1132	0.4593030517
1133	0.4592864223
1134	0.4592591905
1135	0.4592448326
1136	0.4592177916
1137	0.4591961149
1138	0.4591783448
1139	0.4591665711
1140	0.4591489148
1141	0.459133006
1142	0.4591124988
1143	0.4590853923
1144	0.4590695795
1145	0.4590543566
1146	0.4590338197
1147	0.4589984026
1148	0.4589815618
1149	0.4589680382
1150	0.4589493556
1151	0.4589338247
1152	0.458915232
1153	0.4589045222
1154	0.4588929176
1155	0.4588779463
1156	0.4588561877
1157	0.4588449106
1158	0.4588232305
1159	0.4587970088
1160	0.4587723777
1161	0.458754171
1162	0.4587263007
1163	0.4587139227
1164	0.4587011863
1165	0.4586854009
1166	0.4586735337
1167	0.4586491056
1168	0.4586310825
1169	0.4586118602
1170	0.4585988913
1171	0.4585763871
1172	0.4585554467
1173	0.4585424367
1174	0.4585231726
1175	0.4585073711
1176	0.4584938289
1177	0.4584786535
1178	0.4584635896
1179	0.458445612
1180	0.4584312542
1181	0.4584159237
1182	0.4584048755
1183	0.4583795596
1184	0.45835499
1185	0.4583409434
1186	0.4583223978
1187	0.4583131459
1188	0.4582987525
1189	0.4582896375
1190	0.4582740417
1191	0.4582572529
1192	0.4582369363
1193	0.4582177463
1194	0.4581983071
1195	0.4581797507
1196	0.458165943
1197	0.4581490845
1198	0.4581328058
1199	0.4581181703
1200	0.4581003133
1201	0.458081546
1202	0.4580703205
1203	0.4580576404
1204	0.458044389
1205	0.4580261356
1206	0.4580138963
1207	0.4579930686
1208	0.4579683807
1209	0.4579489827
1210	0.457926522
1211	0.4579026751
1212	0.4578852159
1213	0.457870645
1214	0.45785913
1215	0.4578449446
1216	0.4578307159
1217	0.4578180857
1218	0.4578059593
1219	0.4577881184
1220	0.4577538016
1221	0.4577306052
1222	0.4577075474
1223	0.457689066
1224	0.4576791549
1225	0.4576555404
1226	0.4576412083
1227	0.4576231513
1228	0.457612767
1229	0.4575952355
1230	0.4575823264
1231	0.4575707314
1232	0.4575465418
1233	0.4575227998
1234	0.4574975318
1235	0.4574853834
1236	0.4574731896
1237	0.4574422402
1238	0.4574285869
1239	0.4574108871
1240	0.4573965689
1241	0.4573724375
1242	0.4573575236
1243	0.4573352132
1244	0.4573202548
1245	0.4572995528
1246	0.457277153
1247	0.4572597512
1248	0.4572453195
1249	0.4572294731
1250	0.4572092116
1251	0.457195697
1252	0.4571773122
1253	0.4571634131
1254	0.457148218
1255	0.457129222
1256	0.4571119369
1257	0.4571017411
1258	0.4570877945
1259	0.4570750426
1260	0.4570566331
1261	0.4570479493
1262	0.4570285633
1263	0.4570101034
1264	0.4569946035
1265	0.4569813254
1266	0.4569626708
1267	0.4569491114
1268	0.456933941
1269	0.4569127783
1270	0.4568900298
1271	0.4568753039
1272	0.456859442
1273	0.4568493588
1274	0.4568307854
1275	0.4568257861
1276	0.4568118387
1277	0.4567993352
1278	0.4567827726
1279	0.4567619273
1280	0.4567469147
1281	0.4567380999
1282	0.456729737
1283	0.4567156304
1284	0.456704068
1285	0.4566834992
1286	0.4566665915
1287	0.4566458192
1288	0.4566347237
1289	0.4566231885
1290	0.4566068116
1291	0.4565850718
1292	0.4565707122
1293	0.4565490483
1294	0.4565248921
1295	0.4565030928
1296	0.4564914577
1297	0.4564755919
1298	0.4564555169
1299	0.4564372555
1300	0.4564198862
1301	0.4564047307
1302	0.456392176
1303	0.4563787085
1304	0.4563572985
1305	0.4563428824
1306	0.4563242866
1307	0.456302992
1308	0.4562869737
1309	0.4562753621
1310	0.4562674144
1311	0.456249905
1312	0.4562325849
1313	0.4562179293
1314	0.4561985526
1315	0.4561816218
1316	0.4561674189
1317	0.4561558351
1318	0.4561391061
1319	0.456120259
1320	0.4561048453
1321	0.4560921689
1322	0.4560749459
1323	0.4560650612
1324	0.4560389738
1325	0.4560282043
1326	0.4560149175
1327	0.455997146
1328	0.455973348
1329	0.4559570086
1330	0.4559458553
1331	0.4559275044
1332	0.4559155254
1333	0.4558980585
1334	0.4558777599
1335	0.4558600883
1336	0.45583479
1337	0.4558265941
1338	0.4558160924
1339	0.4558006575
1340	0.4557895797
1341	0.4557760362
1342	0.4557584962
1343	0.4557433728
1344	0.455733164
1345	0.4557078322
1346	0.4556920763
1347	0.4556806793
1348	0.4556646869
1349	0.4556434388
1350	0.4556299945
1351	0.4556158487
1352	0.4556006388
1353	0.4555908765
1354	0.4555757687
1355	0.4555593211
1356	0.4555394578
1357	0.4555266337
1358	0.455515313
1359	0.4555013863
1360	0.4554871028
1361	0.4554704536
1362	0.4554561187
1363	0.4554373559
1364	0.4554244948
1365	0.4554051987
1366	0.4553958264
1367	0.4553791862
1368	0.4553701582
1369	0.4553506651
1370	0.4553364172
1371	0.4553250582
1372	0.4553127038
1373	0.4552964054
1374	0.455281255
1375	0.4552726419
1376	0.4552627572
1377	0.4552409809
1378	0.4552270722
1379	0.4552109043
1380	0.4551938368
1381	0.4551822072
1382	0.4551715627
1383	0.4551516719
1384	0.4551365711
1385	0.4551253589
1386	0.4551045812
1387	0.4550900612
1388	0.455052975
1389	0.4550403428
1390	0.4550334824
1391	0.4550217531
1392	0.4550117398
1393	0.4550056563
1394	0.4549858223
1395	0.4549709304
1396	0.4549609981
1397	0.4549433605
1398	0.4549314263
1399	0.4549164174
1400	0.4549019705
1401	0.4548868535
1402	0.4548627104
1403	0.4548430399
1404	0.4548202089
1405	0.4548107001
1406	0.454788838
1407	0.4547726006
1408	0.4547535968
1409	0.4547189006
1410	0.4547021546
1411	0.454690417
1412	0.4546825058
1413	0.4546774833
1414	0.454663269
1415	0.4546462967
1416	0.4546360352
1417	0.4546221575
1418	0.454606595
1419	0.4545933923
1420	0.4545804422
1421	0.4545656048
1422	0.4545476217
1423	0.4545317362
1424	0.4545202466
1425	0.4545003901
1426	0.4544858942
1427	0.4544659274
1428	0.454454012
1429	0.4544416766
1430	0.4544211513
1431	0.4544118048
1432	0.4543833302
1433	0.4543565337
1434	0.4543388534
1435	0.454320146
1436	0.4543099636
1437	0.4542941987
1438	0.4542854595
1439	0.4542650241
1440	0.4542602582
1441	0.4542431657
1442	0.4542279769
1443	0.4542146242
1444	0.4542020724
1445	0.4541867654
1446	0.4541763261
1447	0.4541633101
1448	0.4541517246
1449	0.4541310756
1450	0.4541099474
1451	0.4541010238
1452	0.4540782595
1453	0.4540680918
1454	0.454050596
1455	0.4540434472
1456	0.4540290155
1457	0.4540143187
1458	0.4540038914
1459	0.4539948661
1460	0.4539827911
1461	0.4539699343
1462	0.4539558342
1463	0.4539467872
1464	0.4539350914
1465	0.4539153328
1466	0.4539046916
1467	0.4538955579
1468	0.4538832071
1469	0.4538687198
1470	0.4538569204
1471	0.4538397799
1472	0.4538277392
1473	0.4538193165
1474	0.4538026535
1475	0.4537963924
1476	0.4537833302
1477	0.4537706085
1478	0.4537560237
1479	0.4537469734
1480	0.4537344003
1481	0.4537193137
1482	0.4537073666
1483	0.4536996428
1484	0.4536851774
1485	0.453668519
1486	0.4536565813
1487	0.4536441231
1488	0.4536294258
1489	0.4536027657
1490	0.4535920037
1491	0.4535819473
1492	0.4535697175
1493	0.4535590815
1494	0.4535512015
1495	0.4535315037
1496	0.4535205019
1497	0.4535008138
1498	0.4534923706
1499	0.4534825305
1500	0.4534737514
1501	0.4534562747
1502	0.4534454675
1503	0.4534360427
1504	0.4534202824
1505	0.4534023047
1506	0.4533833656
1507	0.4533707148
1508	0.4533647825
1509	0.4533532965
1510	0.4533360906
1511	0.4533238145
1512	0.453308706
1513	0.4533008091
1514	0.4532806147
