iter	Passed	Remaining
1458	1677368	621971
1459	1678267	620728
1460	1679105	619464
1461	1680017	618227
1462	1680954	617001
1463	1682009	615817
1464	1682908	614577
1465	1683830	613346
1466	1684798	612131
1467	1685740	610908
1468	1686679	609684
1469	1687655	608474
1470	1688599	607253
1471	1689488	606012
1472	1690399	604779
1473	1691309	603547
1474	1692130	602283
1475	1693000	601038
1476	1693979	599831
1477	1694957	598625
1478	1695907	597408
1479	1696835	596185
1480	1697744	594955
1481	1698712	593747
1482	1699641	592524
1483	1700513	591283
1484	1701311	590017
1485	1702268	588806
1486	1703136	587564
1487	1703975	586314
1488	1704867	585082
1489	1705704	583831
1490	1706647	582618
1491	1707590	581404
1492	1708499	580180
1493	1709347	578935
1494	1710245	577708
1495	1711100	576466
1496	1712018	575247
1497	1712916	574021
1498	1713812	572795
1499	1714624	571541
1500	1715447	570291
1501	1716326	569061
1502	1717132	567807
1503	1717972	566565
1504	1718790	565316
1505	1719706	564100
1506	1720597	562876
1507	1721493	561654
1508	1722338	560416
1509	1723142	559165
1510	1723956	557918
1511	1724866	556702
1512	1725674	555455
1513	1726530	554223
1514	1727359	552983
1515	1728214	551751
1516	1729139	550543
1517	1729929	549292
1518	1730805	548069
1519	1731648	546836
1520	1732579	545631
1521	1733545	544438
1522	1734436	543221
1523	1735299	541996
1524	1736090	540749
1525	1737005	539541
1526	1737899	538327
1527	1738785	537111
1528	1739709	535907
1529	1740656	534711
1530	1741440	533465
1531	1742369	532264
1532	1743175	531026
1533	1743985	529789
1534	1744970	528606
1535	1745838	527388
1536	1746709	526171
1537	1747709	524994
1538	1748618	523790
1539	1749573	522599
1540	1750644	521444
1541	1751687	520280
1542	1752549	519063
1543	1753429	517852
1544	1754362	516656
1545	1755289	515460
1546	1756158	514246
1547	1756978	513019
1548	1757998	511851
1549	1758943	510660
1550	1759963	509492
1551	1760815	508276
1552	1761785	507094
1553	1762625	505875
1554	1763459	504655
1555	1764359	503454
1556	1765140	502220
1557	1765969	501000
1558	1766773	499773
1559	1767579	498548
1560	1768432	497336
1561	1769260	496117
1562	1770117	494908
1563	1770869	493669
1564	1771777	492474
1565	1772607	491259
1566	1773410	490036
1567	1774233	488819
1568	1775109	487617
1569	1775937	486403
1570	1776863	485216
1571	1777681	483999
1572	1778455	482772
1573	1779332	481572
1574	1780144	480356
1575	1780897	479124
1576	1781777	477927
1577	1782609	476718
1578	1783403	475499
1579	1784272	474300
1580	1785094	473089
1581	1785994	471900
1582	1786801	470686
1583	1787628	469478
1584	1788441	468267
1585	1789254	467056
1586	1790185	465876
1587	1791039	464677
1588	1791998	463506
1589	1792826	462301
1590	1793645	461094
1591	1794548	459909
1592	1795463	458727
1593	1796274	457520
1594	1797156	456331
1595	1798099	455158
1596	1798963	453965
1597	1799768	452757
1598	1800717	451587
1599	1801606	450401
1600	1802509	449220
1601	1803401	448036
1602	1804317	446858
1603	1805108	445650
1604	1806048	444479
1605	1806930	443294
1606	1807823	442112
1607	1808751	440939
1608	1809617	439751
1609	1810442	438554
1610	1811379	437384
1611	1812400	436235
1612	1813306	435058
1613	1814188	433876
1614	1815209	432728
1615	1816278	431590
1616	1817317	430446
1617	1818250	429277
1618	1819215	428116
1619	1820156	426950
1620	1821083	425780
1621	1822012	424612
1622	1822948	423445
1623	1823840	422268
1624	1824724	421090
1625	1825546	419898
1626	1826445	418724
1627	1827378	417558
1628	1828311	416392
1629	1829250	415228
1630	1830139	414053
1631	1830980	412868
1632	1831825	411683
1633	1832652	410496
1634	1833551	409324
1635	1834398	408142
1636	1835187	406947
1637	1836069	405773
1638	1836914	404591
1639	1837783	403415
1640	1838576	402223
1641	1839416	401042
1642	1840226	399854
1643	1841096	398680
1644	1841941	397501
1645	1842844	396334
1646	1843708	395160
1647	1844488	393968
1648	1845326	392789
1649	1846131	391603
1650	1847075	390447
1651	1847822	389250
1652	1848606	388061
1653	1849413	386878
1654	1850243	385700
1655	1851128	384533
1656	1851991	383363
1657	1852828	382187
1658	1853694	381018
1659	1854569	379851
1660	1855360	378667
1661	1856138	377481
1662	1856913	376295
1663	1857744	375121
1664	1858524	373937
1665	1859406	372774
1666	1860184	371590
1667	1861045	370423
1668	1861820	369240
1669	1862563	368051
1670	1863408	366882
1671	1864285	365721
1672	1865043	364536
1673	1865930	363377
1674	1866780	362211
1675	1867585	361036
1676	1868415	359867
1677	1869233	358696
1678	1870156	357546
1679	1871000	356381
1680	1871737	355195
1681	1872586	354032
1682	1873414	352865
1683	1874284	351706
1684	1875082	350534
1685	1875875	349362
1686	1876681	348192
1687	1877494	347025
1688	1878353	345866
1689	1879274	344719
1690	1880369	343603
1691	1881384	342474
1692	1882417	341347
1693	1883302	340195
1694	1884348	339071
1695	1885432	337954
1696	1886373	336812
1697	1887439	335693
1698	1888347	334545
1699	1889248	333396
1700	1890128	332244
1701	1891043	331099
1702	1891997	329960
1703	1892947	328821
1704	1893954	327693
1705	1895031	326576
1706	1895955	325433
1707	1896843	324284
1708	1897665	323125
1709	1898596	321984
1710	1899547	320847
1711	1900438	319699
1712	1901305	318549
1713	1902284	317417
1714	1903217	316278
1715	1904130	315135
1716	1904978	313983
1717	1906008	312860
1718	1906987	311729
1719	1908000	310604
1720	1908982	309474
1721	1909950	308342
1722	1910821	307195
1723	1911767	306060
1724	1912615	304909
1725	1913519	303768
1726	1914345	302615
1727	1915270	301477
1728	1916097	300325
1729	1916957	299178
1730	1918026	298064
1731	1918924	296923
1732	1919902	295795
1733	1920836	294661
1734	1921843	293538
1735	1922855	292415
1736	1923781	291280
1737	1924748	290151
1738	1925650	289013
1739	1926579	287879
1740	1927522	286748
1741	1928556	285630
1742	1929553	284506
1743	1930508	283377
1744	1931479	282250
1745	1932394	281115
1746	1933405	279995
1747	1934314	278859
1748	1935323	277739
1749	1936397	276628
1750	1937419	275509
1751	1938481	274396
1752	1939557	273286
1753	1940762	272193
1754	1941728	271067
1755	1942931	269974
1756	1944128	268880
1757	1945321	267785
1758	1946586	266701
1759	1947824	265612
1760	1948861	264496
1761	1949845	263372
1762	1950907	262260
1763	1951889	261137
1764	1952865	260013
1765	1953842	258889
1766	1954880	257774
1767	1955955	256663
1768	1956977	255546
1769	1958089	254440
1770	1959164	253330
1771	1960164	252210
1772	1961221	251098
1773	1962149	249969
1774	1963154	248850
1775	1964068	247720
1776	1965067	246601
1777	1966072	245482
1778	1967083	244365
1779	1967938	243228
1780	1968887	242103
1781	1969934	240990
1782	1970873	239865
1783	1971981	238760
1784	1972996	237643
1785	1973909	236515
1786	1974963	235404
1787	1975910	234280
1788	1976928	233164
1789	1977821	232034
1790	1978790	230914
1791	1979826	229801
1792	1980698	228669
1793	1981554	227536
1794	1982583	226423
1795	1983416	225287
1796	1984342	224163
1797	1985306	223043
1798	1986272	221923
1799	1987142	220793
1800	1988001	219662
1801	1988989	218546
1802	1989923	217423
1803	1990827	216298
1804	1991779	215178
1805	1992666	214051
1806	1993601	212930
1807	1994463	211801
1808	1995494	210690
1809	1996429	209569
1810	1997334	208446
1811	1998181	207316
1812	1998993	206184
1813	1999908	205062
1814	2000774	203935
1815	2001709	202816
1816	2002610	201693
1817	2003431	200563
1818	2004403	199448
1819	2005380	198334
1820	2006307	197215
1821	2007390	196111
1822	2008280	194989
1823	2009255	193875
1824	2010442	192782
1825	2011318	191659
1826	2012276	190543
1827	2013270	189432
1828	2014289	188323
1829	2015268	187210
1830	2016315	186104
1831	2017238	184986
1832	2018204	183873
1833	2019065	182750
1834	2020038	181638
1835	2020971	180522
1836	2021842	179401
1837	2022651	178275
1838	2023599	177161
1839	2024383	176033
1840	2025373	174923
1841	2026348	173812
1842	2027316	172701
1843	2028258	171588
1844	2029187	170473
1845	2030144	169362
1846	2031063	168247
1847	2031949	167130
1848	2032993	166025
1849	2033837	164905
1850	2034812	163796
1851	2035758	162684
1852	2036589	161564
1853	2037558	160455
1854	2038493	159343
1855	2039351	158225
1856	2040244	157110
1857	2041148	155997
1858	2042014	154881
1859	2042964	153771
1860	2043874	152659
1861	2044781	151546
1862	2045680	150433
1863	2046578	149321
1864	2047474	148208
1865	2048414	147099
1866	2049332	145988
1867	2050354	144885
1868	2051266	143775
1869	2052203	142666
1870	2053074	141553
1871	2054035	140446
1872	2054997	139340
1873	2055901	138230
1874	2056833	137122
1875	2057683	136008
1876	2058631	134902
1877	2059666	133801
1878	2060655	132697
1879	2061511	131585
1880	2062414	130477
1881	2063378	129372
1882	2064451	128274
1883	2065415	127169
1884	2066348	126063
1885	2067253	124955
1886	2068236	123853
1887	2069081	122742
1888	2070182	121646
1889	2071080	120539
1890	2072015	119434
1891	2072989	118331
1892	2073869	117223
1893	2074836	116120
1894	2075888	115022
1895	2076984	113927
1896	2078077	112831
1897	2079178	111736
1898	2080381	110646
1899	2081479	109551
1900	2082588	108456
1901	2083494	107351
1902	2084524	106252
1903	2085494	105150
1904	2086525	104052
1905	2087610	102956
1906	2088561	101854
1907	2089524	100752
1908	2090470	99650
1909	2091414	98548
1910	2092389	97447
1911	2093325	96345
1912	2094334	95246
1913	2095313	94146
1914	2096248	93044
1915	2097244	91946
1916	2098087	90840
1917	2099127	89743
1918	2100024	88640
1919	2100907	87537
1920	2101851	86437
1921	2102835	85338
1922	2103832	84240
1923	2104822	83142
1924	2105705	82040
1925	2106647	80940
1926	2107693	79845
1927	2108598	78744
1928	2109484	77643
1929	2110396	76542
1930	2111371	75445
1931	2112346	74347
1932	2113303	73249
1933	2114272	72152
1934	2115155	71051
1935	2116209	69957
1936	2117105	68857
1937	2118161	67763
1938	2119176	66668
1939	2120203	65573
1940	2121099	64474
1941	2122116	63379
1942	2123087	62283
1943	2124076	61187
1944	2124972	60089
1945	2126010	58995
1946	2126878	57896
1947	2127861	56801
1948	2128844	55706
1949	2129768	54609
1950	2130740	53514
1951	2131733	52419
1952	2132759	51326
1953	2133843	50233
1954	2134806	49138
1955	2135881	48046
1956	2136942	46953
1957	2137948	45859
1958	2138944	44766
1959	2139945	43672
1960	2140855	42576
1961	2141845	41483
1962	2142837	40389
1963	2143837	39296
1964	2144846	38203
1965	2145948	37112
1966	2147046	36020
1967	2148089	34928
1968	2149029	33834
1969	2149975	32740
1970	2150980	31648
1971	2151858	30553
1972	2152770	29460
1973	2153683	28366
1974	2154717	27274
1975	2155650	26181
1976	2156545	25088
1977	2157561	23997
1978	2158545	22905
1979	2159522	21813
1980	2160472	20721
1981	2161475	19629
1982	2162442	18538
1983	2163271	17445
1984	2164260	16354
1985	2165104	15262
1986	2165994	14171
1987	2166885	13079
1988	2167812	11988
1989	2168788	10898
1990	2169689	9807
1991	2170581	8717
1992	2171386	7626
1993	2172266	6536
1994	2173169	5446
1995	2174085	4356
1996	2174925	3267
1997	2175825	2178
1998	2176689	1088
1999	2177586	0
